STT,Mã chứng khoán,Mã ISIN,Tên chứng khoán,Sàn chuyển đi,Sàn chuyển đến,Ngày hiệu lực,Tiêu đề
598,CHP,VN000000CHP3,Cổ phiếu Công ty cổ phần Thuỷ Điện Miền Trung,UpCOM,HNX,15/04/2014,CHP: Thông báo chuyển sàn
599,VSG,VN000000VSG9,Cổ phiếu CTCP CONTAINER Phía Nam,Đại chúng chưa niêm yết,UpCOM,18/06/2013,VSG: Thông báo chuyển sàn
600,SBS,VN000000SBS6,Cổ phiếu CTCP Chứng khoán Ngân hàng Sài Gòn - Thương Tín,Đại chúng chưa niêm yết,UpCOM,25/04/2014,SBS: Thông báo chuyển sàn
601,VSG,VN000000VSG9,Cổ phiếu CTCP CONTAINER Phía Nam,HOSE,Đại chúng chưa niêm yết,07/05/2013,VSG: Thông báo chuyển sàn
602,TLT,VN000000TLT1,Cổ phiếu Công ty cổ phần Viglacera Thăng Long,Đại chúng chưa niêm yết,UpCOM,14/06/2013,TLT: Thông báo chuyển sàn
603,TLT,VN000000TLT1,Cổ phiếu Công ty cổ phần Viglacera Thăng Long,HNX,Đại chúng chưa niêm yết,05/03/2013,TLT: Thông báo chuyển sàn
604,VFC,VN000000VFC5,Cổ Phiếu CTCP VINAFCO,Đại chúng chưa niêm yết,UpCOM,12/06/2013,VFC: Thông báo chuyển sàn
605,AVS,VN000000AVS2,Cổ phiếu CTCP chứng khoán Âu Việt,HNX,Đại chúng chưa niêm yết,07/06/2013,AVS: Thông báo chuyển sàn
606,HSM,VN000000HSM6,Cổ phiếu Tổng Công ty Cổ phần Dệt May Hà Nội,UpCOM,Đại chúng chưa niêm yết,31/05/2013,HSM: Thông báo chuyển sàn
607,HHL,VN000000HHL1,Cổ phiếu CTCP Hồng Hà Long An,HNX,Đại chúng chưa niêm yết,12/05/2014,HHL: Thông báo chuyển sàn
608,SHC,VN000000SHC7,Cổ phiếu CTCP Hàng Hải Sài Gòn,HNX,Đại chúng chưa niêm yết,24/05/2013,SHC: Thông báo chuyển sàn
609,VCH,VN000000VCH1,Cổ phiếu Công ty cổ phần Đầu tư Xây dựng và Phát triển Hạ tầng Vinaconex,HNX,Đại chúng chưa niêm yết,23/05/2013,VCH: Thông báo chuyển sàn
610,TIP,VN000000TIP5,Cổ phiếu CTCP Phát triển Khu công nghiệp Tín Nghĩa,HOSE,Đại chúng chưa niêm yết,23/05/2013,TIP: Thông báo chuyển sàn
611,TLC,VN000000TLC7,Cổ phiếu CTCP Viễn thông Thăng Long,HNX,Đại chúng chưa niêm yết,22/05/2013,TLC: Thông báo chuyển sàn
612,LMR,VN000000LMR0,Cổ phiếu Công ty cổ phần Liên Minh,HOSE,Đại chúng chưa niêm yết,15/05/2013,LMR: Thông tin chuyển sàn
613,SD8,VN000000SD82,Cổ phiếu Công ty Cổ phần Sông Đà 8,HNX,Đại chúng chưa niêm yết,15/05/2013,SD8: Thông báo chuyển sàn
614,MMC,VN000000MMC0,cổ phiếu Công ty Cổ phần Khoáng sản Mangan,HNX,Đại chúng chưa niêm yết,13/05/2014,MMC: Thông báo chuyển sàn
615,IFS,VN000000IFS8,Cổ phiếu CTCP thực phẩm Quốc tế,HOSE,Đại chúng chưa niêm yết,07/05/2013,IFS: Thông tin chuyển sàn
616,CLP,VN000000CLP5,Cổ phiếu Công ty cổ phần Thủy sản Cửu Long,HOSE,Đại chúng chưa niêm yết,20/05/2014,CLP: Thông báo chuyển sàn
617,CNT,VN000000CNT3,Cổ phiếu CTCP Xây dựng và Kinh doanh vật tư,HOSE,Đại chúng chưa niêm yết,20/05/2014,CNT: Thông báo chuyển sàn
618,FDG,VN000000FDG4,Cổ phiếu Công ty cổ phần DOCIMEXCO,HOSE,Đại chúng chưa niêm yết,20/05/2014,FDG: Thông báo chuyển sàn
619,VES,VN000000VES4,Cổ phiếu Công ty cổ phần Đầu tư và Xây dựng điện Mêca Vneco,HOSE,Đại chúng chưa niêm yết,07/05/2013,VES: Thông tin chuyển sàn
620,BHV,VN000000BHV3,Cổ phiếu Công ty cổ phần Bá Hiến,HNX,Đại chúng chưa niêm yết,23/05/2014,BHV: Thông báo chuyển sàn
621,VCV,VN000000VCV2,Cổ phiếu Công ty cổ phần Vận tải Vinaconex,HNX,Đại chúng chưa niêm yết,23/05/2014,VCV: Thông báo chuyển sàn
622,VHH,VN000000VHH0,Cổ phiếu Công ty cổ phần Đầu tư Kinh doanh nhà Thành Đạt,HNX,Đại chúng chưa niêm yết,28/05/2014,VHH: Thông báo chuyển sàn
623,MLG,VN000000MLG3,Cổ phiếu Công ty cổ phần Tập đoàn Mai Linh,UpCOM,Đại chúng chưa niêm yết,26/04/2013,MLG: Thông báo chuyển sàn
624,GGG,VN000000GGG5,Cổ phiếu Công ty cổ phần Ô tô Giải Phóng,HNX,Đại chúng chưa niêm yết,28/05/2014,GGG: Thông báo chuyển sàn
625,DTH,VN000000DTH3,Cổ phiếu CTCP Dược – Vật tư Y tế Thanh Hóa,UpCOM,Đại chúng chưa niêm yết,23/04/2013,DTH: Thông báo chuyển sàn
626,QCC,VN000000QCC2,Cổ phiếu Công ty Cổ phần Đầu tư Xây dựng và Phát triển hạ tầng Viễn thông,HNX,Đại chúng chưa niêm yết,29/05/2014,QCC: Thông báo chuyển sàn
627,DTC,VN000000DTC4,Cổ phiếu CTCP Viglacera Đông Triều,Đại chúng chưa niêm yết,UpCOM,05/04/2013,DTC: Thông báo chuyển sàn
628,BHC,VN000000BHC3,Cổ phiếu Công ty Cổ phần Bê tông Biên Hòa,HNX,Đại chúng chưa niêm yết,29/05/2014,BHC: Thông báo chuyển sàn
629,STJ,VN000000STJ7,Cổ phiếu CTCP Đầu tư Phát triển Vận tải Vĩnh Phú,UpCOM,Đại chúng chưa niêm yết,28/03/2013,STJ: Thông báo chuyển sàn
630,YBC,VN000000YBC8,Cổ phiếu Công ty Cổ phần Xi măng và khoáng sản Yên Bái,UpCOM,Đại chúng chưa niêm yết,02/06/2014,YBC: Thông báo chuyển sàn
631,PNT,VN000000PNT5,Cổ phiếu CTCP Kỹ thuật Xây dựng Phú Nhuận,UpCOM,Đại chúng chưa niêm yết,26/03/2013,PNT: Thông báo chuyển sàn
632,ILC,VN000000ILC0,Cổ phiếu CTCP Hợp tác Lao động với nước ngoài,HNX,Đại chúng chưa niêm yết,02/06/2014,ILC: Thông báo chuyển sàn
633,HQM,VN000000HQM0,Cổ phiếu CTCP TV-TM-DV Địa ốc Hoàng Quân Mê Kông,HOSE,Đại chúng chưa niêm yết,13/03/2013,HQM: Thông báo chuyển sàn
634,S96,VN000000S966,Cổ phiếu CTCP Sông Đà 9.06,HNX,Đại chúng chưa niêm yết,04/06/2014,S96: Thông báo chuyển sàn
635,QCC,VN000000QCC2,Cổ phiếu Công ty Cổ phần Đầu tư Xây dựng và Phát triển hạ tầng Viễn thông,Đại chúng chưa niêm yết,UpCOM,05/06/2014,QCC: Thông báo chuyển sàn
636,CAT,VN000000CAT0,Cổ phiếu CTCP Thuỷ sản Cà Mau,UpCOM,Đại chúng chưa niêm yết,08/03/2013,CAT: Thông báo chuyển sàn
637,CKI,VN000000CKI2,Cổ phiếu CTCP Cơ khí Ngành In,UpCOM,Đại chúng chưa niêm yết,08/03/2013,CKI: Thông báo chuyển sàn
638,SDB,VN000000SDB8,Cổ phiếu CTCP Sông Đà 207,HNX,Đại chúng chưa niêm yết,09/06/2014,SDB: Thông báo chuyển sàn
639,VFC,VN000000VFC5,Cổ Phiếu CTCP VINAFCO,HOSE,UpCOM,05/02/2013,VFC: Thông báo chuyển sàn
640,PSG,VN000000PSG1,Cổ phiếu Công ty cổ phần Đầu tư và Xây lắp Dầu khí Sài Gòn,HNX,Đại chúng chưa niêm yết,09/06/2014,PSG: Thông báo chuyển sàn
641,BHP,VN000000BHP5,Cổ phiếu Công ty cổ phần Bia Hà Nội - Hải Phòng,HNX,UpCOM,18/01/2013,BHP: Thông báo chuyển sàn
642,VHH,VN000000VHH0,Cổ phiếu Công ty cổ phần Đầu tư Kinh doanh nhà Thành Đạt,Đại chúng chưa niêm yết,UpCOM,24/06/2014,VHH: Thông báo chuyển sàn
643,YBC,VN000000YBC8,Cổ phiếu Công ty Cổ phần Xi măng và khoáng sản Yên Bái,Đại chúng chưa niêm yết,UpCOM,24/06/2014,YBC: Thông báo chuyển sàn
644,MIC,VN000000MIC8,Cổ phiếu CTCP Kỹ nghệ Khoáng sản Quảng Nam,HNX,Đại chúng chưa niêm yết,26/06/2014,MIC: Thông báo chuyển sàn
645,PXM,VN000000PXM9,Cổ phiếu Công ty cổ phần Xây lắp Dầu khí Miền Trung,Đại chúng chưa niêm yết,UpCOM,30/06/2014,PXM: Thông báo chuyển sàn
646,SDB,VN000000SDB8,Cổ phiếu CTCP Sông Đà 207,Đại chúng chưa niêm yết,UpCOM,02/07/2014,SDB: Thông báo chuyển sàn
647,NSN,VN000000NSN2,Cổ phiếu Công ty Cổ phần Xây dựng 565,HNX,Đại chúng chưa niêm yết,11/07/2014,NSN: Thông báo chuyển sàn
648,MWG,VN000000MWG0,Cổ phiếu CTCP Đầu tư Thế giới Di động,Đại chúng chưa niêm yết,HOSE,11/07/2014,MWG: Thông báo chuyển sàn
649,INC,VN000000INC6,Cổ phiếu CTCP Tư vấn đầu tư IDICO,UpCOM,HNX,08/07/2011,INC: Thông báo chuyển sàn
650,MAS,VN000000MAS1,Cổ phiếu Công ty cổ phần Dịch vụ Hàng không Sân bay Đà Nẵng,UpCOM,HNX,14/07/2014,MAS: Thông báo chuyển sàn
651,SHP,VN000000SHP9,Cổ phiếu Công ty cổ phần Thủy điện miền Nam,HNX,HOSE,18/07/2014,SHP: Thông báo chuyển sàn
652,SHP,VN000000SHP9,Cổ phiếu Công ty cổ phần Thủy điện miền Nam,UpCOM,HNX,18/07/2014,SHP: Thông báo chuyển sàn
653,MAX,VN000000MAX1,Cổ phiếu Công ty cổ phần Khai Khoáng và Cơ khí Hữu Nghị Vĩnh Sinh,UpCOM,HNX,21/06/2011,MAX: Thông báo chuyển sàn
654,NSP,VN000000NSP7,Cổ phiếu Công ty Cổ phần Nhựa Sam Phú,UpCOM,Đại chúng chưa niêm yết,23/07/2014,NSP: Thông báo chuyển sàn
655,MNC,VN000000MNC8,Cổ phiếu Công ty Cổ phần Mai Linh Miền Trung,UpCOM,HNX,15/12/2010,MNC: Thông báo chuyển sàn
656,SCC,VN000000SCC8,Cổ phiếu Công ty cổ phần Đầu tư thương mại Hưng Long tỉnh Hòa Bình,Đại chúng chưa niêm yết,UpCOM,23/07/2014,SCC: Thông báo chuyển sàn
657,PAN,VN000000PAN5,Cổ phiếu Công ty cổ phần Tập đoàn PAN,HNX,HOSE,14/12/2010,PAN: Thông báo chuyển sàn
658,GGG,VN000000GGG5,Cổ phiếu Công ty cổ phần Ô tô Giải Phóng,Đại chúng chưa niêm yết,UpCOM,08/08/2014,GGG: Thông báo chuyển sàn
659,KMT,VN000000KMT8,Cổ phiếu Công ty cổ phần Kim Khí Miền Trung,UpCOM,HNX,14/12/2010,KMT: Thông báo chuyển sàn
660,S96,VN000000S966,Cổ phiếu CTCP Sông Đà 9.06,Đại chúng chưa niêm yết,UpCOM,20/08/2014,S96: Thông báo chuyển sàn
661,HAT,VN000000HAT9,Cổ phiếu Công ty cổ phần Thương mại Bia hà Nội,UpCOM,HNX,28/10/2010,HAT: Thông báo chuyển sàn
662,GCC,VN000000GCC3,Cổ phiếu Công ty cổ phần Văn hóa Tổng hợp Bến Thành,HNX,Đại chúng chưa niêm yết,11/09/2014,GCC: Thông báo chuyển sàn
663,API,VN000000API5,Cổ phiếu Công ty cổ phần Đầu tư Châu á - Thái Bình Dương,UpCOM,HNX,10/09/2010,API: thông báo chuyển sàn
664,CDC,VN000000CDC0,Cổ phiếu CTCP Chương Dương,HNX,HOSE,10/09/2010,CDC: Thông báo chuyển sàn
665,SDJ,VN000000SDJ1,Cổ phiếu Công ty Cổ phần Sông Đà 25,Đại chúng chưa niêm yết,UpCOM,24/09/2014,SDJ: Thông báo chuyển sàn
666,MMC,VN000000MMC0,cổ phiếu Công ty Cổ phần Khoáng sản Mangan,Đại chúng chưa niêm yết,UpCOM,24/09/2014,MMC: Thông báo chuyển sàn
667,HAT,VN000000HAT9,Cổ phiếu Công ty cổ phần Thương mại Bia hà Nội,HNX,UpCOM,10/09/2010,HAT: Thông báo chuyển sàn
668,DAS,VN000000DAS0,Cổ phiếu Công ty Cổ phần Máy - Thiết bị Dầu khí Đà Nẵng,Đại chúng chưa niêm yết,UpCOM,24/09/2014,DAS: Thông báo chuyển sàn
669,PVA,VN000000PVA8,Cổ phiếu Công ty cổ phần Tổng công ty Xây lắp Dầu khí Nghệ An,Đại chúng chưa niêm yết,UpCOM,30/09/2014,PVA: Thông báo chuyển sàn
670,PRO,VN000000PRO7,Cổ phiếu Công ty cổ phần Procimex Việt Nam,Đại chúng chưa niêm yết,UpCOM,09/10/2014,PRO: Thông báo chuyển sàn
671,DC2,VN000000DC23,Cổ phiếu CTCP Đầu tư phát triển- Xây dựng (DIC) Số 2,UpCOM,HNX,01/07/2010,DC2: Thông báo chuyển sàn
672,SNC,VN000000SNC5,Cổ phiếu CTCP XNK Thuỷ sản Năm Căn,Đại chúng chưa niêm yết,UpCOM,22/10/2014,SNC: Thông báo chuyển sàn
673,CMI,VN000000CMI8,Cổ phiếu Công ty cổ phần CMISTONE Việt Nam,UpCOM,HNX,22/06/2010,CMI: Thông báo chuyển sàn
674,KSG,VN000000KSG2,Cổ phiếu Công ty cổ phần Khoáng sản và Vật liệu Xây dựng Gia Lai,HNX,Đại chúng chưa niêm yết,04/11/2014,KSG: Thông báo chuyển sàn
675,VRG,VN000000VRG1,Cổ phiếu Công ty cổ phần Phát triển Đô thị và Khu công nghiệp Cao su Việt Nam,Đại chúng chưa niêm yết,UpCOM,06/11/2014,VRG: Thông báo chuyển sàn
676,HDO,VN000000HDO4,Cổ phiếu CTCP Hưng Đạo Container,UpCOM,HNX,16/06/2010,HDO: Thông báo chuyển sàn
677,AMD,VN000000AMD3,Cổ phiếu Công ty cổ phần Đầu tư và Khoáng sản FLC STONE,HNX,UpCOM,10/11/2014,AMD: Thông báo chuyển sàn
678,S27,VN000000S271,Cổ phiếu Công ty cổ phần Sông Đà 27,Đại chúng chưa niêm yết,UpCOM,26/11/2014,S27: Thông báo chuyển sàn
679,VDS,VN000000VDS6,Cổ phiếu CTCP Chứng khoán Rồng việt,UpCOM,HNX,24/05/2010,VDS: Thông báo chuyển sàn
680,MIC,VN000000MIC8,Cổ phiếu CTCP Kỹ nghệ Khoáng sản Quảng Nam,Đại chúng chưa niêm yết,UpCOM,09/01/2015,"MIC: Chốt số liệu đăng ký, lưu ký, bù trừ và thanh toán đối với chứng khoán chuyển sàn giao dịch từ DCCNY sang UPCOM"
681,ALP,VN000000ALP9,Cổ phiếu Công ty cổ phần Đầu tư Alphanam,HOSE,Đại chúng chưa niêm yết,07/01/2015,"ALP: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu ALP từ thị trường niêm yết trên Sở GDCK Tp. Hồ Chí Minh sang thị trường Đại chúng chưa niêm yết"
682,DDM,VN000000DDM7,Cổ phiếu công ty cổ phần Hàng Hải Đông Đô,Đại chúng chưa niêm yết,UpCOM,04/12/2014,"DDM: Chuyển dữ liệu đăng ký, lưu ký cổ phiếu từ thị trường ĐCCNY sang thị trường đăng ký giao dịch (Upcom) trên SGDCK Hà Nội"
683,HTB,VN000000HTB7,HTB - CTCP Xây dựng Huy Thắng,HNX,Đại chúng chưa niêm yết,11/07/2014,HTB: Thông báo báo chuyển sàn
684,NVC,VN000000NVC9,Cỏ phiếu Công ty Cổ phần Nam Vang,HNX,Đại chúng chưa niêm yết,29/05/2014,NVC: Thông báo báo chuyển sàn
685,VKP,VN000000VKP7,Cổ phiếu Công ty cổ phần Nhựa Tân Hoá,Đại chúng chưa niêm yết,UpCOM,31/10/2013,VKP: Thông báo báo chuyển sàn
686,V11,VN000000V119,Cổ phiếu CTCP Xây dựng Số 11,Đại chúng chưa niêm yết,UpCOM,16/01/2013,V11: Thông báo báo chuyển sàn
687,SDS,VN000000SDS2,Cổ phiếu Công ty cổ phần Xây lắp và Đầu tư Sông Đà,HNX,Đại chúng chưa niêm yết,15/11/2012,SDS:Thông báo chốt số dư chuyển sàn
688,C32,VN000000C325,Cổ phiếu Công ty Cổ phần CIC39,HOSE,HOSE,28/11/2012,C32:Thông bao chốt số dư chuyển sàn
689,NBS,VN000000NBS7,Cổ phiếu CTCP Bến xe Nghệ An,UpCOM,UpCOM,31/08/2012,NBS:Đăng ký giao dịch trên UPCoM
690,MCV,VN000000MCV1,Cổ phiếu Công ty cổ phần Cavico Việt Nam khai thác mỏ và xây dựng,UpCOM,Đại chúng chưa niêm yết,19/07/2012,"MCV:Theo dõi số liệu đăng ký, lưu ký đối với chứng khoán hủy niêm yết"
691,MKP,VN000000MKP6,Cổ phiếu CTCP Hóa - Dược phẩm Mekophar,Đại chúng chưa niêm yết,Đại chúng chưa niêm yết,16/07/2012,MKP:Chuyển sàn giao dịch
692,VPC,VN000000VPC4,Cổ phiếu Công ty cổ phần Đầu tư và Phát triển Năng lượng Việt Nam,HNX,HNX,15/06/2012,"VPC:Chốt số liệu đăng ký, lưu ký, bù trừ và thanh toán để chuyển sàn giao dịch từ Upcom sang HNX mã chứng khoán VPC"
693,CAD,VN000000CAD4,Cổ phiếu CTCP chế biến và XNK thuỷ sản Cadovimex,Đại chúng chưa niêm yết,UpCOM,06/06/2012,CAD:Thông báo chốt sô dư chuyển sàn
694,VSP,VN000000VSP0,Cổ Phiếu CTCP Vận tải biển và bất động sản Việt Hải,HNX,UpCOM,05/06/2012,VSP:Thông báo chôt số dư chuyển sàn
695,SVI,VN000000SVI5,Cổ phiếu CTCP Bao bì Biên Hoà,HNX,HOSE,01/03/2012,SVI:Chuyển sàn
696,ITD,VN000000ITD1,Cổ phiếu CTCP Công nghệ Tiên Phong,UpCOM,HOSE,19/12/2011,ITD:Thông báo chốt số dư chuyển sàn
697,PJS,VN000000PJS5,Cổ phiếu Công ty cổ phần Cấp nước Phú Hoà Tân,HOSE,UpCOM,02/12/2011,PJS:Thông báo chốt số dư chuyển sàn
698,VTA,VN000000VTA0,Cổ phiếu CTCP Vitaly,HNX,UpCOM,13/10/2011,VTA:Thông báo chốt số dư chuyển sàn
699,PCT,VN000000PCT8,Cổ phiếu CTCP Vận tải Khí và Hóa chất Việt Nam,UpCOM,HNX,07/09/2011,PCT:Chốt số dư chuyển sàn
